Frame,ID,Type
5,6544,car
5,6547,car
5,6548,car
5,6550,car
5,6551,car
6,6553,car
8,6555,car
9,6558,car
10,6562,car
10,6563,car
10,6564,truck
24,6573,car
24,6577,car
24,6578,car
24,6581,car
37,6585,car
38,6586,car
39,6588,car
39,6589,truck
39,6590,truck
39,6591,car
46,6598,car
47,6599,car
48,6602,car
50,6604,car
3,6612,truck
3,6613,car
7,6614,car
8,6615,car
47,6623,truck
3,6625,truck
4,6628,car
4,6629,car
4,6630,truck
5,6631,truck
14,6639,car
21,6644,car
30,6649,truck
35,6653,truck
38,6658,car
43,6662,bus
44,6664,car
44,6665,truck
4,6669,car
5,6670,car
6,6671,car
15,6678,car
15,6679,truck
23,6683,car
31,6690,car
47,6711,car
3,6718,car
6,6721,car
6,6722,car
11,6725,car
13,6729,car
16,6733,truck
19,6739,car
19,6740,car
28,6749,car
29,6750,truck
29,6751,truck
33,6753,truck
36,6756,truck
40,6760,car
44,6763,truck
52,6771,car
4,6775,truck
6,6778,car
10,6785,car
11,6787,car
15,6796,car
15,6797,car
15,6798,car
17,6800,car
18,6801,car
22,6804,car
25,6807,truck
30,6809,car
3,6824,car
3,6826,truck
3,6827,car
3,6828,truck
4,6830,car
9,6832,truck
11,6835,car
11,6836,car
11,6840,car
15,6847,car
19,6853,car
20,6856,car
21,6859,car
21,6860,car
33,6869,car
34,6872,truck
35,6874,car
39,6878,car
49,6887,truck
50,6890,truck
50,6892,car
3,6898,truck
3,6901,truck
4,6903,car
6,6904,truck
7,6906,car
21,6909,car
41,6917,car
42,6919,truck
3,6927,car
3,6928,car
3,6930,car
3,6931,car
3,6932,car
3,6933,car
3,6935,car
3,6936,car
3,6937,car
4,6938,car
5,6940,car
5,6941,car
8,6944,car
12,6947,car
13,6949,truck
14,6950,car
15,6951,car
21,6954,truck
25,6956,truck
27,6957,car
34,6964,car
34,6965,car
42,6975,car
49,6981,truck
50,6983,car
3,6991,car
3,6995,car
4,6997,car
4,6998,car
4,7002,truck
4,7003,car
4,7007,car
5,7008,car
5,7009,car
5,7010,truck
7,7013,car
22,7027,car
22,7028,car
22,7029,car
22,7030,truck
22,7031,truck
22,7033,car
22,7034,car
22,7035,car
22,7037,car
23,7038,truck
24,7040,truck
27,7045,truck
33,7048,car
33,7049,car
33,7050,truck
37,7053,car
37,7054,car
40,7056,truck
45,7059,car
47,7060,car
49,7063,car
50,7064,car
8,7084,truck
10,7087,car
10,7088,truck
23,7106,car
23,7107,car
24,7109,car
41,7124,car
4,7131,truck
5,7136,truck
5,7137,car
5,7138,car
10,7141,truck
10,7142,car
19,7148,car
24,7151,truck
31,7156,car
32,7157,car
43,7170,car
45,7172,car
46,7173,car
1,7176,truck
3,7178,car
3,7180,car
3,7181,car
3,7182,car
3,7186,car
3,7187,car
4,7190,car
5,7192,car
8,7196,car
11,7200,car
13,7202,car
19,7205,car
24,7207,car
31,7215,car
32,7216,truck
34,7222,car
35,7223,car
36,7225,truck
42,7232,truck
44,7234,car
49,7237,car
3,7241,car
3,7242,car
3,7243,car
12,7249,car
15,7251,car
18,7252,truck
19,7254,car
19,7256,car
22,7260,truck
22,7262,car
28,7273,car
35,7284,truck
45,7292,car
47,7294,truck
53,7304,car
3,7308,truck
3,7309,car
3,7310,bus
3,7311,car
3,7312,car
3,7313,car
3,7314,car
3,7315,car
3,7316,car
4,7317,car
4,7318,truck
9,7326,car
15,7340,car
16,7341,car
18,7343,car
22,7346,car
25,7348,car
30,7350,car
36,7358,car
37,7359,car
41,7360,truck
43,7362,car
45,7364,car
46,7365,car
52,7368,car
3,7371,car
4,7372,car
7,7377,car
41,7392,car
3,7394,car
3,7395,truck
3,7397,car
11,7400,car
12,7402,truck
18,7408,truck
19,7409,car
20,7410,truck
20,7412,car
25,7415,truck
29,7419,car
35,7423,car
35,7424,car
37,7427,truck
52,7443,truck
3,7446,car
3,7448,car
3,7449,car
3,7450,car
3,7451,truck
3,7452,car
5,7460,car
6,7461,car
7,7463,car
13,7469,car
15,7476,car
15,7477,car
17,7481,car
18,7483,car
20,7486,car
26,7491,truck
28,7493,car
35,7497,car
37,7503,car
38,7505,car
39,7507,car
42,7510,car
52,7521,car
52,7522,car
7,7540,car
8,7541,car
10,7544,truck
11,7545,car
18,7560,car
19,7561,car
20,7563,car
20,7564,truck
22,7568,car
25,7572,car
28,7575,car
32,7576,car
34,7580,car
35,7582,car
41,7594,car
41,7595,car
41,7596,truck
43,7600,car
47,7606,car
53,7611,car
3,7612,car
3,7613,car
3,7615,car
3,7616,truck
3,7617,car
3,7618,car
3,7619,car
3,7620,car
3,7621,car
6,7624,truck
8,7625,car
12,7627,truck
12,7628,car
12,7629,car
13,7632,car
17,7635,truck
22,7639,truck
28,7642,truck
28,7643,car
35,7652,truck
38,7655,car
42,7659,truck
42,7660,car
3,7674,truck
3,7675,car
3,7676,car
3,7677,car
3,7678,car
3,7679,car
3,7680,car
4,7684,car
4,7685,car
7,7688,car
8,7693,car
9,7695,truck
14,7700,car
18,7703,car
25,7709,car
26,7712,truck
29,7715,car
50,7734,car
52,7735,car
10,7742,car
11,7749,car
17,7754,car
18,7755,car
20,7756,car
25,7761,car
20,7786,car
47,7793,car
6,7795,truck
6,7797,truck
6,7798,car
6,7801,truck
12,7806,car
14,7811,car
24,7832,truck
26,7834,car
28,7839,car
29,7842,car
33,7849,truck
34,7853,truck
35,7854,car
37,7858,truck
37,7859,car
42,7863,car
43,7866,car
47,7868,truck
53,7870,car
3,7874,car
3,7875,truck
3,7876,car
3,7877,car
3,7878,car
3,7879,car
8,7889,car
10,7893,car
10,7894,car
14,7896,car
22,7906,car
22,7907,car
22,7909,car
27,7914,car
33,7918,car
41,7922,truck
46,7923,truck
47,7924,car
3,7926,car
3,7927,truck
3,7928,car
3,7929,car
3,7930,car
3,7931,bus
3,7933,car
5,7934,car
9,7937,car
16,7947,car
17,7948,car
26,7954,car
27,7956,car
40,7961,car
41,7962,car
43,7964,truck
45,7965,car
46,7966,truck
3,7972,car
3,7976,car
17,7984,car
17,7985,car
19,7986,car
23,7990,truck
23,7991,car
39,7997,car
3,8003,truck
4,8007,truck
4,8008,car
4,8009,car
9,8015,truck
9,8016,car
9,8017,car
11,8020,car
12,8022,car
18,8025,car
22,8027,car
24,8029,car
29,8033,car
33,8035,car
45,8040,truck
45,8041,car
4,8043,car
4,8044,car
4,8047,car
11,8054,car
25,8065,car
32,8070,truck
37,8077,truck
37,8078,car
40,8083,car
50,8087,truck
51,8089,truck
6,8094,car
6,8095,car
6,8096,truck
6,8097,car
6,8098,car
6,8099,car
6,8100,car
6,8101,car
6,8102,car
6,8103,car
6,8104,car
6,8105,car
6,8106,truck
6,8107,car
23,8115,car
25,8118,car
28,8122,car
28,8124,car
35,8130,car
37,8131,car
40,8133,car
46,8135,car
9,8141,car
15,8142,car
20,8150,car
23,8152,person
38,8156,car
38,8157,car
50,8160,car
9,8166,car
16,8175,truck
23,8185,car
31,8193,car
42,8209,truck
3,8216,car
3,8217,car
3,8218,car
3,8219,car
3,8220,car
3,8221,truck
3,8222,car
3,8223,truck
4,8225,car
12,8230,car
20,8234,car
25,8237,car
38,8239,car
44,8241,car
3,8247,truck
3,8252,car
3,8253,car
3,8255,car
3,8256,car
5,8259,car
6,8261,car
6,8262,car
8,8265,car
10,8268,car
12,8275,car
13,8276,car
14,8277,car
15,8279,car
15,8280,car
30,8293,truck
30,8294,car
31,8296,truck
31,8297,car
34,8302,car
36,8303,car
45,8313,car
47,8317,car
51,8321,car
52,8324,truck
3,8325,car
9,8328,car
11,8329,car
11,8330,car
17,8333,car
26,8335,car
40,8336,truck
46,8339,car
46,8340,car
46,8341,truck
48,8343,car
49,8344,car
49,8345,car
5,8350,truck
25,8357,car
36,8362,truck
41,8364,car
43,8367,car
53,8369,car
16,8378,car
18,8379,truck
34,8392,car
44,8398,car
3,8404,car
4,8405,car
9,8409,car
10,8410,truck
10,8411,car
11,8412,car
31,8424,car
32,8426,car
32,8427,car
33,8428,car
19,8445,car
3,8449,car
3,8450,car
3,8451,car
3,8452,truck
3,8453,truck
3,8455,car
3,8456,truck
3,8457,car
4,8461,truck
5,8462,car
5,8463,car
6,8466,car
11,8479,car
13,8481,car
15,8483,car
16,8484,car
36,8501,truck
42,8508,car
45,8511,car
48,8513,truck
51,8514,car
3,8516,car
3,8517,car
5,8519,car
6,8520,car
13,8523,car
14,8526,car
17,8531,car
31,8550,car
35,8555,truck
39,8558,car
43,8564,car
47,8568,car
47,8569,car
53,8573,car
19,8584,car
30,8587,truck
47,8589,truck
49,8594,car
49,8595,car
3,8603,car
3,8607,truck
4,8608,car
4,8610,truck
4,8611,car
4,8612,car
4,8613,car
4,8614,car
5,8616,car
5,8617,car
5,8618,car
8,8623,car
14,8634,car
15,8635,car
16,8637,car
18,8639,car
21,8643,car
25,8649,car
28,8654,car
32,8657,car
35,8665,truck
36,8668,car
39,8675,car
46,8684,car
46,8685,car
46,8686,truck
47,8688,car
50,8693,truck
53,8696,truck
53,8697,car
3,8699,car
3,8701,truck
3,8702,truck
5,8706,car
10,8712,car
10,8713,car
15,8714,car
16,8717,car
20,8720,car
21,8722,truck
25,8724,car
35,8737,car
44,8744,car
50,8747,car
50,8749,car
3,8752,truck
3,8753,car
3,8755,car
3,8759,car
3,8761,car
3,8762,car
3,8763,car
3,8764,car
3,8765,car
4,8766,car
5,8767,car
5,8769,car
7,8774,car
7,8775,car
10,8777,car
10,8778,car
11,8780,car
16,8785,car
19,8790,car
28,8798,car
34,8801,car
37,8806,car
39,8808,car
44,8812,truck
47,8814,car
47,8815,car
5,8820,car
5,8824,truck
5,8825,truck
5,8826,car
5,8827,car
5,8828,truck
8,8831,car
11,8833,car
17,8838,car
22,8842,truck
24,8843,truck
26,8846,car
32,8852,car
33,8853,car
36,8858,car
38,8861,car
39,8862,car
41,8865,car
45,8868,car
51,8871,car
3,8874,car
3,8875,car
3,8876,car
3,8877,truck
4,8879,car
4,8880,car
4,8881,car
4,8882,truck
6,8886,car
8,8888,car
16,8894,car
18,8895,car
18,8896,car
32,8904,car
33,8905,car
40,8911,car
49,8917,car
50,8919,car
6,8927,truck
8,8930,truck
9,8932,car
9,8934,car
17,8941,car
28,8949,car
33,8953,car
36,8955,car
42,8959,truck
43,8960,car
44,8962,car
45,8963,car
45,8964,car
3,8978,car
6,8983,car
9,8987,car
14,8994,car
19,9000,truck
21,9002,truck
24,9007,car
24,9008,car
25,9009,car
27,9010,car
28,9011,car
31,9014,car
34,9018,car
36,9020,car
37,9023,truck
40,9025,truck
41,9028,car
51,9038,car
51,9039,car
51,9040,truck
53,9043,car
2,9045,car
3,9046,car
3,9048,truck
3,9049,truck
3,9051,car
3,9052,car
3,9055,car
3,9057,car
6,9062,truck
8,9067,car
13,9072,car
13,9073,truck
14,9077,car
15,9080,car
20,9084,car
20,9086,car
23,9088,car
24,9089,car
30,9092,car
34,9095,truck
44,9098,car
44,9099,car
44,9100,truck
3,9108,car
3,9109,car
4,9117,car
5,9118,car
14,9126,truck
20,9130,car
22,9134,car
24,9136,car
24,9138,car
39,9153,car
40,9154,car
42,9155,truck
43,9158,truck
46,9161,car
46,9162,car
46,9164,car
49,9170,car
4,9179,bus
7,9181,car
10,9182,car
19,9188,car
43,9195,car
3,9198,car
3,9201,truck
3,9205,car
4,9206,car
4,9208,truck
6,9216,truck
13,9220,car
17,9224,car
20,9230,car
21,9231,car
23,9232,car
29,9236,car
30,9237,car
36,9243,car
46,9250,car
49,9255,car
53,9259,car
4,9263,car
4,9264,truck
4,9267,bus
5,9269,truck
9,9275,car
9,9276,truck
23,9296,car
26,9299,truck
35,9303,car
36,9304,car
44,9316,truck
3,9325,car
3,9326,car
6,9329,car
9,9337,car
10,9340,car
12,9345,car
13,9346,car
14,9349,car
19,9357,car
24,9366,car
24,9367,car
25,9368,car
3,9395,car
3,9396,car
7,9398,car
22,9403,car
26,9406,car
33,9408,car
3,9412,car
3,9413,car
4,9414,car
4,9415,truck
12,9423,car
16,9429,car
20,9435,car
22,9437,car
27,9439,car
29,9440,car
32,9443,car
3,9450,car
4,9452,car
4,9454,car
4,9455,truck
4,9460,car
5,9462,car
5,9463,car
6,9464,car
6,9465,car
10,9470,car
17,9483,car
25,9489,car
33,9495,car
36,9497,car
37,9498,car
42,9509,car
10,9532,car
14,9538,truck
23,9546,car
26,9547,car
38,9552,car
45,9556,truck
46,9558,car
3,9563,car
9,9565,car
14,9568,car
16,9570,car
22,9577,car
33,9583,truck
36,9585,car
40,9587,car
45,9593,truck
3,9594,car
3,9595,car
3,9596,car
3,9597,car
20,9611,car
20,9613,car
20,9615,car
25,9624,car
25,9626,car
25,9627,car
31,9629,car
31,9630,car
37,9633,car
46,9637,truck
47,9638,car
3,9647,car
3,9650,car
3,9652,truck
3,9653,car
3,9654,car
5,9655,truck
6,9656,car
6,9657,car
10,9662,car
12,9664,car
16,9671,car
27,9678,car
28,9679,truck
35,9683,car
37,9684,car
37,9685,car
42,9689,truck
3,9697,car
3,9698,car
3,9700,truck
4,9705,car
4,9706,car
4,9707,car
4,9708,car
8,9712,car
9,9714,car
10,9717,car
20,9732,truck
23,9736,car
24,9741,car
26,9747,car
27,9748,car
28,9750,car
32,9754,car
34,9756,car
37,9761,car
37,9762,car
37,9763,car
40,9766,car
40,9767,truck
43,9772,car
45,9777,car
45,9778,car
49,9786,car
50,9789,car
51,9791,truck
9,9798,car
15,9807,car
18,9817,car
20,9821,car
25,9827,car
27,9831,car
32,9836,car
36,9839,car
37,9841,truck
53,9848,truck
3,9852,car
3,9857,car
4,9859,car
4,9861,truck
7,9866,car
11,9873,car
21,9879,car
25,9890,truck
25,9892,car
25,9893,car
31,9902,truck
42,9910,car
45,9915,car
49,9920,car
1,9923,truck
4,9930,car
4,9931,car
4,9933,car
4,9934,car
4,9935,car
4,9936,truck
4,9937,car
4,9939,car
5,9941,car
5,9942,car
11,9950,car
12,9951,car
20,9956,car
22,9957,car
24,9961,car
24,9962,car
28,9966,car
30,9969,car
35,9977,car
38,9980,car
40,9981,car
40,9982,car
51,9987,car
2,9989,car
4,9992,car
4,9993,truck
4,9994,bus
6,9995,car
6,9996,car
26,10014,car
27,10016,car
28,10017,car
45,10027,car
47,10033,car
47,10035,car
3,10042,truck
12,10054,car
17,10058,truck
27,10061,truck
35,10069,car
35,10070,truck
35,10071,car
35,10072,car
42,10081,car
47,10088,truck
48,10089,car
51,10090,car
52,10091,car
53,10092,car
3,10094,car
3,10095,car
3,10096,truck
3,10097,car
3,10098,car
3,10099,truck
4,10102,car
4,10104,car
4,10107,car
4,10108,car
6,10109,car
7,10110,car
10,10114,car
15,10117,truck
25,10123,car
26,10124,car
29,10125,car
31,10126,car
36,10130,car
40,10133,car
42,10136,car
44,10137,car
46,10140,truck
47,10141,truck
2,10154,car
3,10155,truck
3,10156,car
3,10157,car
3,10158,car
3,10159,car
3,10160,car
4,10162,car
7,10167,car
11,10170,car
16,10172,car
18,10173,truck
28,10180,car
32,10182,car
33,10183,car
35,10185,car
37,10187,car
37,10188,truck
42,10190,car
51,10193,car
53,10196,truck
3,10198,car
3,10200,truck
3,10202,car
8,10208,truck
8,10209,truck
10,10214,car
11,10216,car
14,10219,truck
15,10220,truck
19,10222,car
24,10229,car
28,10233,car
29,10234,truck
30,10235,car
34,10237,car
36,10238,car
38,10240,car
40,10243,car
42,10246,car
3,10259,car
4,10265,car
7,10273,car
7,10274,truck
9,10276,car
12,10281,truck
12,10282,truck
13,10283,car
15,10286,car
16,10287,car
16,10288,car
29,10304,car
29,10306,car
31,10309,truck
33,10315,car
35,10318,car
36,10321,car
40,10323,car
44,10329,car
3,10344,truck
3,10345,car
4,10346,car
4,10347,car
4,10348,car
4,10351,car
6,10354,car
8,10358,truck
15,10366,car
21,10370,car
25,10377,car
25,10378,car
25,10382,car
29,10391,car
32,10398,car
36,10404,car
41,10408,car
42,10410,car
46,10413,car
46,10414,car
49,10417,car
52,10424,car
1,10426,car
3,10432,car
3,10433,car
3,10434,car
3,10435,car
3,10436,car
3,10438,truck
3,10439,car
3,10440,car
4,10442,truck
7,10446,car
7,10447,car
12,10456,car
13,10458,car
16,10461,car
17,10462,car
20,10466,car
22,10467,truck
22,10469,car
23,10470,car
24,10471,car
26,10472,truck
27,10473,car
34,10475,car
39,10478,car
42,10480,car
44,10484,car
3,10488,car
3,10489,car
3,10490,truck
3,10491,truck
21,10493,truck
32,10499,car
32,10500,car
33,10501,truck
9,10516,car
16,10519,car
49,10526,car
49,10538,car
51,10540,car
4,10547,car
4,10549,car
4,10551,car
7,10555,car
8,10557,car
9,10561,truck
10,10563,car
12,10565,car
12,10566,car
12,10567,car
14,10570,car
17,10576,truck
18,10579,truck
26,10586,truck
27,10590,car
28,10591,truck
28,10592,car
29,10593,truck
30,10594,car
31,10600,car
32,10604,truck
38,10614,car
38,10615,car
38,10616,car
45,10619,car
45,10620,car
45,10624,car
3,10632,truck
3,10634,car
4,10636,truck
12,10642,car
16,10645,car
20,10648,car
28,10652,car
29,10653,car
39,10658,truck
41,10662,car
3,10670,car
4,10674,car
4,10676,car
4,10677,car
4,10678,truck
5,10679,car
5,10681,car
12,10688,car
19,10697,truck
19,10700,car
22,10703,truck
26,10707,car
26,10708,car
29,10716,car
29,10717,car
31,10718,car
32,10720,car
32,10721,truck
36,10723,car
40,10726,car
42,10728,truck
3,10740,car
3,10741,car
3,10742,car
3,10743,car
3,10744,car
4,10746,truck
4,10747,truck
4,10750,truck
6,10754,car
6,10755,car
7,10756,car
8,10758,truck
21,10763,car
24,10766,bus
25,10767,car
27,10768,car
42,10774,truck
44,10776,car
3,10783,car
3,10784,car
4,10785,car
4,10786,car
8,10795,truck
10,10803,car
10,10805,car
13,10810,car
15,10812,car
17,10815,car
23,10821,car
27,10824,car
28,10827,car
29,10832,car
35,10838,car
36,10840,car
39,10843,car
42,10849,car
47,10854,car
47,10855,truck
48,10859,car
12,10871,car
12,10872,car
12,10874,car
13,10877,car
13,10878,car
13,10879,truck
13,10880,truck
14,10881,car
14,10883,car
20,10888,car
21,10890,truck
26,10897,car
28,10901,car
28,10903,car
31,10906,car
31,10907,car
33,10908,car
45,10917,car
51,10921,car
3,10922,car
3,10924,truck
3,10925,truck
10,10928,car
15,10930,car
16,10931,car
23,10940,car
23,10942,truck
29,10944,car
29,10945,car
29,10946,car
40,10955,car
41,10958,truck
41,10961,car
47,10968,car
47,10969,car
4,10981,truck
4,10983,car
4,10985,truck
5,10986,car
5,10987,car
7,10990,car
10,10991,truck
12,10994,car
15,10998,truck
29,11005,truck
37,11011,car
37,11012,truck
37,11013,truck
42,11017,truck
50,11021,car
3,11024,car
3,11025,car
7,11030,truck
8,11031,car
8,11032,car
9,11033,car
11,11034,car
15,11039,car
18,11040,car
18,11041,car
20,11042,car
26,11046,car
28,11049,car
30,11050,car
38,11058,car
40,11059,car
53,11077,car
14,11090,truck
20,11091,truck
34,11096,truck
39,11101,car
42,11102,truck
43,11104,truck
53,11106,car
9,11110,car
21,11114,car
3,11128,car
3,11130,car
3,11131,car
3,11133,car
3,11134,car
3,11136,car
3,11137,car
4,11139,car
4,11140,car
6,11142,car
9,11146,truck
16,11155,car
17,11156,car
23,11161,car
24,11162,truck
26,11164,car
26,11165,car
30,11166,car
30,11167,truck
30,11168,car
36,11170,car
37,11171,car
40,11173,car
44,11177,truck
47,11180,car
48,11181,car
49,11183,car
50,11185,car
3,11192,car
3,11195,car
4,11197,truck
5,11199,car
15,11205,truck
15,11208,car
18,11215,car
19,11220,car
19,11221,car
19,11222,car
19,11225,car
22,11227,car
25,11233,car
26,11235,car
26,11237,truck
27,11238,car
31,11240,truck
34,11243,car
40,11250,car
41,11252,car
3,11265,car
3,11266,truck
10,11276,truck
11,11277,truck
17,11286,truck
20,11289,car
25,11291,truck
28,11294,truck
30,11297,car
34,11300,truck
4,11307,truck
5,11309,bus
5,11311,car
5,11312,bus
5,11314,car
7,11318,car
9,11323,car
13,11326,car
17,11328,car
17,11329,bus
22,11335,car
22,11336,car
25,11340,bus
27,11342,truck
28,11343,bus
35,11349,car
40,11355,car
42,11357,truck
5,11367,car
7,11369,car
16,11374,car
17,11376,car
21,11378,car
50,11383,truck
52,11384,car
4,11393,truck
4,11395,car
4,11396,car
6,11400,car
11,11405,car
23,11413,car
27,11417,car
34,11420,truck
34,11421,car
42,11426,truck
42,11427,truck
45,11429,car
45,11430,car
48,11432,car
48,11433,car
3,11437,car
3,11438,car
3,11439,truck
3,11440,car
3,11441,car
6,11445,car
11,11452,car
16,11459,car
22,11466,car
22,11469,car
24,11472,car
26,11475,car
36,11481,truck
37,11483,car
38,11484,car
41,11489,car
3,11503,car
3,11504,car
3,11505,car
3,11506,car
3,11507,car
3,11509,car
3,11510,car
3,11511,truck
3,11512,truck
3,11513,car
3,11514,truck
4,11516,car
5,11518,car
10,11526,car
10,11527,car
15,11534,car
19,11537,car
35,11550,truck
39,11551,car
41,11554,car
51,11560,truck
52,11562,car
3,11569,truck
3,11570,car
3,11571,car
3,11572,car
3,11574,car
7,11583,car
9,11584,car
14,11587,car
15,11588,car
16,11589,car
25,11595,truck
34,11598,truck
44,11600,car
49,11602,truck
3,11604,truck
3,11605,car
3,11607,truck
3,11608,car
3,11609,car
3,11610,car
4,11612,car
4,11614,car
4,11615,car
5,11616,truck
6,11618,car
6,11620,car
7,11621,car
8,11625,car
11,11633,truck
12,11635,car
20,11643,car
23,11646,truck
24,11647,truck
24,11648,car
33,11654,truck
35,11656,car
37,11659,car
39,11661,car
40,11662,car
40,11664,truck
47,11669,car
53,11678,car
3,11681,car
3,11682,car
6,11688,car
6,11690,car
8,11693,truck
10,11696,car
18,11704,car
23,11709,car
37,11720,truck
38,11722,car
47,11730,car
4,11744,truck
23,11754,truck
27,11755,car
29,11760,car
38,11768,car
3,11782,truck
3,11783,car
3,11784,car
4,11786,car
5,11788,car
5,11789,car
7,11792,car
10,11798,car
15,11803,truck
19,11811,car
20,11813,car
21,11815,car
23,11818,truck
31,11825,truck
35,11828,car
41,11832,truck
51,11838,car
51,11840,truck
51,11841,car
1,11845,truck
3,11853,truck
3,11855,car
4,11857,car
11,11863,car
13,11865,truck
16,11870,car
16,11872,car
27,11879,truck
40,11884,truck
4,11889,car
4,11890,car
4,11891,truck
22,11903,car
23,11905,car
23,11906,car
25,11908,truck
28,11910,car
31,11912,truck
45,11924,car
46,11925,truck
51,11927,car
3,11929,truck
3,11930,car
3,11931,car
3,11933,car
3,11935,car
3,11936,car
3,11937,car
3,11938,car
3,11940,car
4,11941,truck
5,11944,car
7,11947,truck
20,11953,car
23,11957,car
24,11958,car
30,11963,motorcycle
48,11966,car
48,11970,car
49,11985,truck
50,11987,truck
12,11997,truck
12,11998,car
15,12002,truck
26,12008,car
29,12009,car
34,12012,car
39,12014,car
52,12021,truck
3,12026,car
3,12027,car
3,12028,car
3,12029,car
3,12030,car
3,12031,car
19,12045,truck
25,12052,truck
25,12053,truck
25,12054,truck
31,12062,truck
33,12065,car
37,12068,car
40,12071,truck
41,12072,car
48,12077,car
48,12078,car
3,12086,truck
11,12091,car
15,12095,car
42,12108,truck
51,12114,truck
51,12116,car
3,12124,car
3,12126,car
4,12128,truck
6,12131,car
12,12134,car
18,12138,truck
30,12144,car
30,12145,car
37,12147,car
3,12152,car
9,12158,truck
25,12163,car
37,12165,car
47,12174,car
18,12186,truck
22,12189,car
27,12192,car
29,12193,car
40,12199,car
51,12205,truck
3,12208,car
3,12209,car
3,12210,truck
3,12212,car
3,12213,car
3,12218,car
4,12219,car
5,12220,car
5,12221,car
5,12223,car
8,12228,truck
11,12231,car
17,12237,car
19,12239,car
20,12240,car
22,12241,car
26,12244,car
27,12245,car
34,12250,car
34,12252,car
40,12256,car
48,12258,car
3,12263,truck
4,12266,car
10,12281,car
18,12283,car
34,12287,car
39,12291,car
3,12300,car
3,12301,truck
3,12302,car
3,12305,truck
4,12307,car
4,12308,car
8,12313,truck
20,12321,car
20,12322,car
24,12325,car
28,12331,car
30,12332,truck
40,12338,car
49,12346,car
3,12356,car
4,12358,car
4,12359,car
4,12360,car
4,12363,car
6,12364,car
8,12365,truck
12,12374,truck
14,12377,car
16,12381,truck
31,12392,truck
35,12396,car
36,12397,car
36,12398,car
39,12400,car
40,12402,car
43,12406,truck
44,12407,car
44,12408,truck
49,12412,car
4,12425,car
4,12426,car
4,12427,car
4,12428,car
4,12429,car
4,12430,car
4,12432,truck
6,12436,car
12,12443,truck
14,12451,car
14,12452,car
15,12454,car
15,12455,car
15,12456,car
16,12458,car
27,12472,car
31,12477,car
33,12479,bus
36,12482,car
39,12483,car
41,12486,car
49,12492,truck
49,12494,truck
51,12495,truck
51,12497,car
32,12508,car
38,12510,car
42,12513,car
45,12516,car
48,12518,car
3,12521,car
7,12524,car
7,12525,car
10,12526,car
16,12531,car
23,12535,car
24,12537,truck
33,12543,car
41,12554,truck
43,12555,car
46,12557,car
3,12568,truck
3,12570,car
3,12571,truck
3,12573,truck
3,12574,car
4,12575,car
4,12577,car
8,12583,car
8,12585,car
11,12589,car
15,12593,car
17,12597,car
18,12599,truck
19,12600,car
27,12611,car
29,12612,car
29,12615,car
32,12619,car
33,12621,car
33,12622,car
38,12626,car
39,12629,car
40,12632,car
40,12633,truck
40,12634,car
2,12649,car
3,12650,truck
5,12652,truck
11,12659,car
16,12665,car
16,12666,car
19,12670,truck
24,12673,car
25,12674,truck
27,12677,car
37,12684,car
37,12685,car
37,12686,car
43,12693,truck
43,12694,car
43,12695,car
28,12707,car
39,12709,car
4,12714,truck
5,12716,truck
6,12718,car
14,12729,car
14,12730,car
18,12731,car
18,12732,truck
20,12735,truck
20,12736,car
21,12737,car
25,12741,truck
28,12746,truck
28,12747,car
28,12749,car
31,12753,truck
33,12755,car
34,12756,car
35,12759,car
36,12760,car
39,12764,car
41,12768,car
43,12771,car
44,12773,car
45,12776,truck
3,12785,car
3,12786,car
3,12787,car
3,12788,car
3,12789,car
3,12790,car
3,12791,car
5,12796,car
10,12803,truck
12,12804,car
19,12811,truck
24,12816,truck
34,12822,truck
36,12824,car
37,12825,car
40,12827,car
43,12830,car
52,12833,car
4,12836,car
4,12837,bus
5,12843,truck
5,12844,truck
10,12848,car
15,12852,car
25,12857,car
39,12864,car
45,12866,truck
50,12867,car
3,12872,car
7,12874,car
7,12876,car
8,12877,car
12,12882,truck
14,12887,car
16,12889,truck
28,12902,car
33,12910,car
33,12911,car
36,12913,car
40,12919,car
40,12921,car
43,12924,car
50,12934,car
1,12937,car
3,12938,car
3,12939,car
3,12941,truck
3,12943,truck
3,12944,truck
11,12952,car
12,12953,car
18,12960,truck
24,12966,car
26,12968,car
26,12969,car
36,12982,car
37,12984,car
37,12985,truck
40,12989,car
42,12991,truck
45,12995,truck
46,12996,car
3,13006,car
3,13008,car
4,13011,car
4,13013,car
21,13030,truck
21,13032,car
21,13033,car
21,13034,car
29,13043,car
29,13044,car
40,13056,car
40,13057,truck
45,13061,car
46,13064,car
48,13068,truck
51,13071,car
3,13090,car
3,13091,car
3,13095,car
3,13096,car
4,13100,car
4,13101,car
4,13102,car
4,13104,car
4,13105,truck
11,13120,car
11,13121,car
14,13126,car
15,13129,car
16,13131,car
17,13133,car
21,13139,truck
25,13146,car
28,13150,car
28,13151,truck
34,13155,car
35,13157,car
40,13164,car
