Frame,People,Buses,Cars,Trucks,Bikes,Trains,Motorbikes
1,0,0,4,0
2,0,0,5,0
3,0,0,5,0
4,0,0,2,0
5,0,0,2,0
6,0,0,6,0
7,0,0,4,0
8,0,0,3,0
9,0,0,4,0
10,0,0,4,0
11,0,0,1,1
12,0,0,1,1
13,0,0,5,1
14,0,0,5,0
15,0,0,3,0
16,0,0,3,0
17,0,0,2,0
18,0,0,2,0
19,0,0,2,1
20,0,0,6,0
21,0,0,4,0
22,0,0,2,1
23,0,0,2,2
24,0,0,1,2
25,0,0,4,2
26,0,0,5,2
27,0,0,5,2
28,0,0,5,1
29,0,0,5,2
30,0,0,5,2
31,0,0,7,1
32,0,0,6,2
33,0,0,5,1
34,0,0,3,1
35,0,0,6,1
36,0,0,4,2
37,0,0,4,0
38,0,0,3,2
39,0,0,4,1
40,0,0,4,1
41,0,0,3,1
42,0,0,2,0
43,0,0,4,1
44,0,0,3,0
45,0,0,3,0
46,0,0,6,0
47,0,0,6,0
48,0,0,4,0
49,0,0,4,0
50,0,0,2,0
51,0,0,4,0
52,0,0,4,0
53,0,0,2,0
Frame,People,Buses,Cars,Trucks,Bikes,Trains,Motorbikes
1,0,0,4,0
2,0,0,5,0
3,0,0,5,0
4,0,0,2,0
5,0,0,2,0
6,0,0,6,0
7,0,0,4,0
8,0,0,3,0
9,0,0,4,0
10,0,0,4,0
11,0,0,1,1
12,0,0,1,1
13,0,0,5,1
14,0,0,5,0
15,0,0,3,0
16,0,0,3,0
17,0,0,2,0
18,0,0,2,0
19,0,0,2,1
20,0,0,6,0
21,0,0,4,0
22,0,0,2,1
23,0,0,2,2
24,0,0,1,2
25,0,0,4,2
26,0,0,5,2
27,0,0,5,2
28,0,0,5,1
29,0,0,5,2
30,0,0,5,2
31,0,0,7,1
32,0,0,6,2
33,0,0,5,1
34,0,0,3,1
35,0,0,6,1
36,0,0,4,2
37,0,0,4,0
38,0,0,3,2
39,0,0,4,1
40,0,0,4,1
41,0,0,3,1
42,0,0,2,0
43,0,0,4,1
44,0,0,3,0
45,0,0,3,0
46,0,0,6,0
47,0,0,6,0
48,0,0,4,0
49,0,0,4,0
50,0,0,2,0
51,0,0,4,0
52,0,0,4,0
53,0,0,2,0
Frame,People,Buses,Cars,Trucks,Bikes,Trains,Motorbikes
Frame,People,Buses,Cars,Trucks,Bikes,Trains,Motorbikes
Frame,People,Buses,Cars,Trucks,Bikes,Trains,Motorbikes
Frame,People,Buses,Cars,Trucks,Bikes,Trains,Motorbikes
Frame,People,Buses,Cars,Trucks,Bikes,Trains,Motorbikes
Frame,People,Buses,Cars,Trucks,Bikes,Trains,Motorbikes
Frame,People,Buses,Cars,Trucks,Bikes,Trains,Motorbikes
Frame,People,Buses,Cars,Trucks,Bikes,Trains,Motorbikes
Frame,People,Buses,Cars,Trucks,Bikes,Trains,Motorbikes
Frame,People,Buses,Cars,Trucks,Bikes,Trains,Motorbikes
